Clave de entidad,Entidad federativa,Clave de municipio,Municipio,"Población 2015*
15,México,15036,Hueypoxtla,"51,533",67.3,"34,685",1.9,8.1,"4,182",3.4,59.2,"30,503",1.7,19.5,"10,071",1.7,7.5,"3,868",5.6,"2,909",18.1,"9,353",2.5,25.3,"13,013",2.6,78.4,"40,381",1.9,9.9,"5,123",2.9,10.2,"5,259",3,19.2,"9,870",2.7,86.8,"44,756",1.9,17.9,"9,223",3.3,74.8,"38,553",1.7,27.7,"14,267",2
15,México,15037,Huixquilucan,"213,989",30.8,"65,880",1.9,2.3,"4,913",3.4,28.5,"60,967",1.8,39,"83,388",1.5,6.2,"13,276",24,"51,445",10,"21,307",2.3,19.1,"40,971",2.5,59.8,"127,892",1.8,9.1,"19,374",2.6,6.6,"14,132",2.6,13.6,"29,184",2.5,69.8,"149,269",1.7,10.4,"22,312",3.3,37,"79,156",1.6,8.3,"17,801",1.9
15,México,15038,Isidro Fabela,"9,533",43.2,"4,117",2.1,5,478,3.5,38.2,"3,638",1.9,44.8,"4,270",1.8,2.6,252,9.4,895,17.1,"1,631",2.6,17.6,"1,678",2.6,78.3,"7,464",2,13.4,"1,281",3,21.7,"2,067",2.8,19.6,"1,871",2.7,88,"8,387",1.9,19.2,"1,829",3.4,45.8,"4,368",1.9,14.2,"1,350",2.2
15,México,15039,Ixtapaluca,"548,055",54.2,"296,805",2.1,8.1,"44,280",3.4,46.1,"252,524",1.8,19.4,"106,423",1.7,11.4,"62,346",15,"82,480",11.1,"60,985",2.7,23.1,"126,447",2.7,59.8,"327,837",2.2,14.7,"80,490",3,9.1,"49,916",3.1,28,"153,440",2.4,73.6,"403,228",2,19.3,"105,804",3.4,65.5,"359,151",1.7,23,"126,130",2.1
15,México,15040,Ixtapan de la Sal,"36,091",61.5,"22,186",2,8.7,"3,153",3.4,52.7,"19,033",1.8,25.3,"9,136",1.7,5.2,"1,867",8,"2,902",24.5,"8,832",2.7,6.1,"2,184",2.8,79.4,"28,668",1.9,12,"4,322",3.1,23.3,"8,422",2.9,19.8,"7,152",2.8,86.8,"31,322",1.9,21.2,"7,639",3.4,66.6,"24,053",1.8,24.4,"8,803",2.1
15,México,15041,Ixtapan del Oro,"7,114",89.2,"6,347",2.4,31.8,"2,260",3.5,57.5,"4,087",1.9,9.6,681,2,0.7,51,0.5,35,39.5,"2,812",3,3.1,223,3.5,91.8,"6,533",2.4,26.1,"1,854",3.5,58.4,"4,153",2.9,17.9,"1,276",3.6,98.8,"7,028",2.4,42.1,"2,992",3.5,89.9,"6,398",2.4,68.2,"4,852",2.5
15,México,15042,Ixtlahuaca,"162,880",70.3,"114,467",2.2,13,"21,192",3.4,57.3,"93,275",1.9,19.4,"31,624",1.8,5,"8,150",5.3,"8,639",20.3,"33,023",2.9,8.9,"14,422",3,78.4,"127,635",2.2,10.5,"17,033",3.2,48.9,"79,636",2.6,22.3,"36,373",2.9,89.7,"146,091",2.1,28.6,"46,551",3.3,75.3,"122,617",2,30.5,"49,599",2.3
15,México,15043,Xalatlaco,"30,849",62.2,"19,202",2.1,8.9,"2,760",3.4,53.3,"16,442",1.9,26.6,"8,220",1.8,4.2,"1,292",6.9,"2,136",17,"5,245",2.9,22.5,"6,940",2.7,83.3,"25,684",2,18.7,"5,762",3,15.8,"4,888",3.2,21,"6,491",2.8,88.9,"27,422",2,23.9,"7,385",3.4,66.4,"20,493",2,23.8,"7,348",2.2
15,México,15044,Jaltenco,"33,107",47.8,"15,826",1.6,3.4,"1,114",3.2,44.4,"14,712",1.5,16.8,"5,569",1.4,18.4,"6,080",17,"5,632",9.6,"3,186",2.2,13.2,"4,379",2.4,56,"18,529",1.6,4.1,"1,352",2.6,1.2,389,3.2,18,"5,964",2.1,64.6,"21,395",1.6,7.3,"2,410",3.2,66.2,"21,906",1.2,21,"6,953",1.5
15,México,15045,Jilotepec,"85,572",57.5,"49,185",2.2,9.8,"8,412",3.5,47.6,"40,774",1.9,27.8,"23,775",1.8,5.4,"4,588",9.4,"8,023",19.2,"16,472",2.8,9.2,"7,857",3,74.2,"63,471",2.1,8.9,"7,595",3.4,33.9,"28,984",2.7,27.6,"23,640",2.8,85.3,"72,960",2,24,"20,543",3.4,62.8,"53,774",2,23,"19,656",2.3
15,México,15046,Jilotzingo,"18,154",44.3,"8,046",1.7,3.2,573,3.5,41.2,"7,473",1.6,32.3,"5,862",1.6,8,"1,453",15.4,"2,794",14.9,"2,699",2.4,13.4,"2,429",2.5,67.9,"12,322",1.7,12.9,"2,341",2.7,11.8,"2,145",2.8,7.2,"1,312",2.8,76.6,"13,907",1.7,11.2,"2,037",3.4,52.3,"9,498",1.5,14.6,"2,653",1.7
15,México,15047,Jiquipilco,"72,641",66.7,"48,460",2.1,10.7,"7,751",3.4,56,"40,709",1.9,27.9,"20,274",1.8,1.9,"1,394",3.5,"2,513",22.2,"16,135",2.8,9.9,"7,165",2.9,88.2,"64,056",2.1,13.2,"9,568",3.2,34.5,"25,059",2.8,24.5,"17,814",2.9,94.6,"68,734",2,26.5,"19,270",3.4,68.6,"49,854",2.1,27.2,"19,781",2.3
15,México,15048,Jocotitlán,"64,914",58.8,"38,145",2,8.2,"5,321",3.4,50.6,"32,824",1.8,26.1,"16,972",1.6,5.7,"3,673",9.4,"6,124",16.2,"10,513",2.6,10.9,"7,064",2.8,75.7,"49,124",1.9,10.1,"6,543",3.1,24.5,"15,931",2.8,22.8,"14,791",2.7,84.9,"55,117",1.9,19.7,"12,786",3.4,64.4,"41,818",1.8,23.9,"15,487",2.1
15,México,15049,Joquicingo,"15,311",72.2,"11,049",1.9,10.7,"1,643",3.4,61.4,"9,406",1.7,18.6,"2,851",1.6,5.4,824,3.8,587,21.3,"3,262",2.7,6.2,943,2.7,85,"13,010",1.9,13,"1,996",2.9,19.1,"2,929",2.9,22.6,"3,466",2.8,90.8,"13,900",1.8,20.2,"3,097",3.3,77.5,"11,873",1.8,31.9,"4,877",2.1
15,México,15050,Juchitepec,"29,543",71.4,"21,093",1.9,9.1,"2,679",3.4,62.3,"18,415",1.7,18.5,"5,469",1.6,5.3,"1,559",4.8,"1,422",19.3,"5,695",2.7,14.2,"4,193",2.7,85.5,"25,267",1.9,17.9,"5,291",2.9,9.6,"2,827",3.2,20.2,"5,966",2.8,89.9,"26,562",1.9,19.2,"5,659",3.4,76.7,"22,653",1.8,29.1,"8,593",2
15,México,15051,Lerma,"146,884",46.5,"68,347",1.8,3.9,"5,753",3.4,42.6,"62,594",1.7,26.2,"38,423",1.6,9.7,"14,321",17.6,"25,793",13.3,"19,566",2.3,13.4,"19,629",2.5,59,"86,617",1.8,9.6,"14,152",2.7,8.9,"13,125",2.6,21.7,"31,900",2.3,72.7,"106,770",1.7,11.8,"17,362",3.3,56.3,"82,668",1.5,17.1,"25,046",1.7
15,México,15052,Malinalco,"27,218",76.3,"20,774",2.2,19.4,"5,282",3.4,56.9,"15,491",1.8,15.9,"4,325",1.7,3.6,988,4.2,"1,131",25.8,"7,027",2.9,12.3,"3,341",2.9,85.3,"23,214",2.1,12.8,"3,497",3.3,36.9,"10,053",3,21.7,"5,920",3.2,92.2,"25,099",2.1,30.9,"8,415",3.4,80,"21,762",2.1,41.5,"11,302",2.4
15,México,15053,Melchor Ocampo,"65,801",46.9,"30,852",1.8,4.6,"3,000",3.3,42.3,"27,853",1.6,18.6,"12,232",1.6,16.5,"10,888",18,"11,828",11.7,"7,730",2.4,19.3,"12,708",2.4,55,"36,202",1.8,10.2,"6,739",2.6,2.6,"1,710",2.9,15.5,"10,216",2.3,65.5,"43,084",1.7,11.1,"7,292",3.3,63.4,"41,741",1.3,19.7,"12,942",1.7
15,México,15054,Metepec,"219,270",31.6,"69,317",1.8,3.2,"6,932",3.3,28.5,"62,385",1.7,21.5,"47,245",1.6,15.2,"33,340",31.6,"69,368",8.9,"19,479",2.3,16.1,"35,272",2.3,43.6,"95,536",1.8,6.2,"13,675",2.6,3.5,"7,605",2.8,13.6,"29,809",2.3,53.2,"116,562",1.7,8.6,"18,912",3.2,46.8,"102,657",1.2,13,"28,544",1.7
15,México,15055,Mexicaltzingo,"12,731",51.1,"6,509",1.8,3.5,449,3.3,47.6,"6,059",1.7,34.2,"4,358",1.7,4.8,613,9.8,"1,251",11.4,"1,445",2.7,28.1,"3,577",2.3,81,"10,311",1.8,9.5,"1,211",2.7,5.5,696,2.8,13.7,"1,749",2.6,85.4,"10,867",1.7,13.1,"1,667",3.2,55.9,"7,122",1.7,16.1,"2,047",1.8
15,México,15056,Morelos,"29,268",79.9,"23,395",2.4,23.8,"6,960",3.4,56.2,"16,435",1.9,15.7,"4,599",1.9,1.9,550,2.5,724,27.6,"8,077",3.1,10.2,"2,998",3.2,88.5,"25,914",2.3,17,"4,970",3.4,46.9,"13,733",3,30.5,"8,933",3.1,95.6,"27,994",2.3,39.8,"11,634",3.4,81.8,"23,946",2.3,43.4,"12,710",2.6
15,México,15057,Naucalpan de Juárez,"877,661",37.1,"325,179",1.9,3.9,"33,872",3.3,33.2,"291,307",1.7,20.7,"181,747",1.6,17,"149,153",25.2,"221,582",11.4,"100,135",2.3,20.4,"178,977",2.5,45.2,"396,799",2,8.8,"77,335",2.6,3.7,"32,066",2.7,14.7,"128,736",2.3,57.8,"506,926",1.8,10.8,"95,201",3.3,54,"474,332",1.3,15.8,"138,561",1.6
15,México,15058,Nezahualcóyotl,"1,018,123",38.7,"393,721",1.8,3.5,"35,990",3.3,35.1,"357,731",1.7,26.4,"269,111",1.6,11.2,"113,923",23.7,"241,368",10.2,"104,181",2.3,23.7,"241,571",2.4,55,"559,906",1.9,7.1,"72,787",2.7,0.7,"6,889",3.6,17.4,"177,470",2.3,65.1,"662,832",1.8,10.3,"104,946",3.2,49.9,"507,645",1.4,15.2,"154,324",1.7
15,México,15059,Nextlalpan,"45,150",55.1,"24,896",2,6.7,"3,048",3.4,48.4,"21,848",1.8,21.1,"9,513",1.7,11,"4,973",12.8,"5,768",13,"5,847",2.7,22,"9,952",2.6,65.4,"29,545",2,13.1,"5,928",2.8,5.2,"2,353",3.2,24.7,"11,135",2.4,76.2,"34,409",1.9,16.9,"7,610",3.3,66.2,"29,869",1.6,21.5,"9,704",2
15,México,15060,Nicolás Romero,"445,761",43.2,"192,776",2,4.7,"21,114",3.4,38.5,"171,662",1.8,21.4,"95,315",1.7,14.8,"65,768",20.6,"91,902",13.5,"60,368",2.4,18.8,"84,005",2.6,49.3,"219,888",2.1,9.3,"41,651",2.7,12.7,"56,660",2.6,18.2,"81,343",2.4,64.6,"288,091",1.9,14,"62,491",3.3,58,"258,544",1.5,16.3,"72,565",1.8
15,México,15061,Nopaltepec,"9,381",56,"5,258",1.6,3.3,308,3.2,52.8,"4,950",1.5,32.6,"3,061",1.3,3,284,8.3,778,17,"1,593",2.2,7.2,672,2.4,82.8,"7,772",1.5,5,471,2.6,4.4,415,2.8,14.7,"1,375",2.4,88.7,"8,319",1.5,8,753,3.2,59.1,"5,542",1.5,19.3,"1,813",1.7
15,México,15062,Ocoyoacac,"69,398",46.3,"32,099",1.8,4,"2,743",3.3,42.3,"29,357",1.7,24.4,"16,944",1.6,11.6,"8,023",17.8,"12,331",10.3,"7,128",2.4,17,"11,768",2.5,59.5,"41,309",1.8,8.2,"5,673",2.8,10.6,"7,353",2.6,18.4,"12,795",2.4,70.7,"49,043",1.8,12.3,"8,521",3.3,57.8,"40,123",1.5,16.7,"11,607",1.7
15,México,15063,Ocuilan,"32,830",68.2,"22,401",2.3,15.3,"5,022",3.5,52.9,"17,379",2,25.5,"8,363",1.9,2.6,863,3.7,"1,203",23.7,"7,785",3,13.1,"4,298",3,86.1,"28,267",2.2,15.9,"5,212",3.4,43.7,"14,355",2.9,24.4,"8,017",3.2,93.7,"30,764",2.2,33.4,"10,967",3.4,70.9,"23,264",2.2,32.1,"10,551",2.5
15,México,15064,El Oro,"34,581",61.8,"21,383",2.1,11.1,"3,855",3.4,50.7,"17,529",1.8,28.5,"9,851",1.8,3.7,"1,270",6,"2,076",19.3,"6,671",2.8,7.4,"2,559",2.9,83.7,"28,951",2,12.7,"4,380",3.3,34.5,"11,946",2.9,24.4,"8,441",2.9,90.3,"31,235",2,25.9,"8,969",3.4,65.5,"22,653",2,27.8,"9,619",2.2
15,México,15065,Otumba,"37,746",63.3,"23,892",1.6,4,"1,527",3.3,59.3,"22,365",1.5,27.9,"10,524",1.4,3.4,"1,293",5.4,"2,037",15.4,"5,829",2.3,11.3,"4,281",2.4,86.6,"32,677",1.5,9.3,"3,496",2.8,6.1,"2,320",3,9.7,"3,679",2.8,91.2,"34,416",1.5,10.4,"3,930",3.3,66.7,"25,185",1.5,22.3,"8,413",1.6
15,México,15066,Otzoloapan,"4,055",78.2,"3,172",2.3,24.8,"1,005",3.4,53.4,"2,167",1.8,18,729,1.7,1.4,56,2.4,99,31.9,"1,293",2.8,3.1,124,3.1,86.8,"3,520",2.2,16.4,664,3.4,50.5,"2,049",2.9,23.2,941,3.3,96.2,"3,900",2.2,36.7,"1,487",3.4,79.6,"3,228",2.3,51.8,"2,101",2.4
15,México,15067,Otzolotepec,"87,540",62.8,"54,969",2.2,11.4,"9,941",3.5,51.4,"45,027",1.9,24.4,"21,399",1.8,5.1,"4,424",7.7,"6,749",20.9,"18,300",2.9,14.4,"12,645",2.9,77.4,"67,723",2.2,16.8,"14,741",3.2,24.3,"21,258",3,27.7,"24,240",2.9,87.2,"76,367",2.1,26.2,"22,941",3.5,67.8,"59,392",2,25.5,"22,312",2.4
15,México,15068,Ozumba,"31,453",70,"22,024",2,11,"3,466",3.4,59,"18,558",1.7,18.9,"5,954",1.7,5.5,"1,727",5.6,"1,748",14.8,"4,639",2.8,22.9,"7,202",2.7,82.8,"26,028",2,18.2,"5,712",3,17.8,"5,584",3.1,14.6,"4,600",2.8,89,"27,978",1.9,22.2,"6,977",3.4,75.5,"23,751",1.8,32.4,"10,176",2.1
15,México,15069,Papalotla,"4,145",45.9,"1,902",1.8,4.1,171,3.4,41.7,"1,730",1.7,35.2,"1,461",1.5,3.7,152,15.2,631,10.4,431,2.6,20.6,853,2.4,75.8,"3,140",1.8,7.2,300,3,1.8,76,3.1,23.4,969,2.5,81.1,"3,363",1.7,12.4,514,3.3,49.5,"2,053",1.7,15.2,630,2
15,México,15070,La Paz,"313,663",54.4,"170,591",2.2,9.6,"30,109",3.5,44.8,"140,482",1.9,22.2,"69,642",1.8,9.4,"29,584",14,"43,846",13.4,"42,141",2.8,23.1,"72,317",2.8,66.1,"207,408",2.2,18.5,"57,921",3.1,13.7,"43,094",3,24.3,"76,174",2.8,76.6,"240,233",2.1,22.3,"69,866",3.5,63.8,"200,175",1.9,22.6,"70,962",2.3
15,México,15071,Polotitlán,"12,860",50.2,"6,459",1.8,3.2,413,3.3,47,"6,046",1.7,38.2,"4,919",1.6,3.6,467,7.9,"1,015",17.6,"2,263",2.4,7.8,"1,000",2.5,79.4,"10,211",1.8,9,"1,153",2.9,16,"2,058",2.7,23.3,"2,998",2.5,88.5,"11,378",1.7,14.5,"1,868",3.3,53.9,"6,926",1.7,14.4,"1,850",1.8
15,México,15072,Rayón,"14,158",39.7,"5,620",1.6,2.7,380,3.4,37,"5,240",1.5,21.8,"3,092",1.4,17.1,"2,427",21.3,"3,019",10.9,"1,544",2.2,7.8,"1,110",2.6,51.5,"7,294",1.6,7.4,"1,049",2.6,2.8,393,3.4,15.2,"2,157",2.3,61.5,"8,713",1.6,7.4,"1,046",3.4,56.8,"8,047",1.1,16,"2,258",1.4
15,México,15073,San Antonio la Isla,"28,713",39.4,"11,317",1.7,3,870,3.2,36.4,"10,447",1.6,19.9,"5,703",1.5,14.3,"4,094",26.5,"7,599",8.2,"2,352",2.3,11.1,"3,201",2.4,50.7,"14,550",1.7,6,"1,730",2.4,2.3,656,3,18.1,"5,200",2.1,59.3,"17,021",1.6,7.8,"2,246",3.2,53.7,"15,411",1.3,14.7,"4,231",1.6
15,México,15074,San Felipe del Progreso,"128,034",75.9,"97,207",2.7,24.5,"31,399",3.5,51.4,"65,808",2.3,21.5,"27,590",2.2,0.6,806,1.9,"2,432",31.9,"40,890",3.3,8.6,"10,965",3.3,93.6,"119,894",2.6,17.9,"22,927",3.6,64.1,"82,116",3,34.5,"44,235",3.3,97.5,"124,796",2.6,50.8,"64,992",3.4,76.6,"98,012",2.7,37.4,"47,859",2.9
15,México,15075,San Martín de las Pirámides,"26,033",49.5,"12,887",1.6,2.9,757,3.3,46.6,"12,130",1.5,34.9,"9,095",1.4,4.7,"1,236",10.8,"2,815",11,"2,851",2.3,15,"3,905",2.3,79.2,"20,620",1.6,6.8,"1,773",2.7,5.3,"1,374",2.5,13.7,"3,572",2.4,84.4,"21,982",1.6,8.2,"2,123",3.2,54.3,"14,123",1.5,16.4,"4,273",1.7
15,México,15076,San Mateo Atenco,"80,909",44.4,"35,923",1.9,4.3,"3,497",3.3,40.1,"32,426",1.7,20.2,"16,342",1.6,14.7,"11,898",20.7,"16,746",10.1,"8,204",2.4,17.9,"14,482",2.5,49.2,"39,842",2,7.9,"6,388",2.6,9.2,"7,440",2.5,21.5,"17,375",2.2,64.6,"52,265",1.8,11.9,"9,588",3.3,59.1,"47,821",1.4,18.2,"14,764",1.7
15,México,15077,San Simón de Guerrero,"6,295",63.1,"3,970",2.3,15.2,956,3.4,47.9,"3,014",1.9,26.2,"1,647",1.7,3.7,233,7.1,444,22.2,"1,396",2.8,0.9,58,3.2,74,"4,658",2.2,16.6,"1,044",3.1,49.5,"3,115",2.7,25.9,"1,628",2.8,89.2,"5,617",2.1,29.2,"1,837",3.3,66.8,"4,203",2.1,36.3,"2,288",2.3
15,México,15078,Santo Tomás,"10,142",62.5,"6,344",2.1,12.7,"1,287",3.4,49.9,"5,056",1.7,31.8,"3,223",1.5,1.5,149,4.2,427,26.3,"2,668",2.7,2.4,239,2.9,86.2,"8,743",1.9,14.4,"1,456",3.2,34.6,"3,509",2.9,15.5,"1,572",3.2,94.3,"9,567",1.9,24.1,"2,445",3.4,64,"6,492",2,32.1,"3,251",2.3
15,México,15079,Soyaniquilpan de Juárez,"13,454",56.6,"7,618",1.9,6.6,886,3.4,50,"6,733",1.7,26.6,"3,572",1.6,5.8,783,11,"1,480",16.7,"2,243",2.5,7.3,981,2.6,72.3,"9,728",1.9,6.8,917,3.1,25.6,"3,443",2.6,23.4,"3,142",2.5,83.2,"11,191",1.8,16.3,"2,196",3.3,62.4,"8,401",1.7,21.1,"2,833",2
15,México,15080,Sultepec,"23,541",76.8,"18,078",2.7,30,"7,066",3.4,46.8,"11,013",2.2,16.6,"3,906",2.1,2,467,4.6,"1,090",30.7,"7,226",3.2,10,"2,359",3.3,83.7,"19,699",2.6,19.5,"4,599",3.6,66.9,"15,742",2.9,28.9,"6,798",3.4,93.4,"21,984",2.6,48.9,"11,519",3.4,78.8,"18,546",2.6,47.6,"11,215",2.8
